graph,algorithm,n_candidates,n_infected,reliable,n_runs,auc_roc,auc_pr,precision_at_k,recall_at_k,hits_at_k,brier
DLG12,rule_root,197,26,True,3,0.36702599387877677,0.020257547018682546,0.016421052631578947,0.016421052631578947,0.016421052631578947,0.5966479756053307
DLG12,RandomForest,197,26,True,3,0.8202147261936225,0.17301049941593363,0.07280112044817927,0.07280112044817927,0.07280112044817927,0.04925045657789417
DLG12,RUSBoost,197,26,True,3,0.6533990460497029,0.06321151739536085,0.09773389355742296,0.09773389355742296,0.09773389355742296,0.09327461757667997
DLG12,LightGBM,197,26,True,3,0.8337760335787692,0.14067677912900384,0.05052631578947368,0.05052631578947368,0.05052631578947368,0.08409233696611905
DLG12,LineageDetector,197,26,True,3,0.8008019165715234,0.15419293075059382,0.08221288515406161,0.08221288515406161,0.08221288515406161,0.0398959924817007
DLG13,degree_anomaly,100,13,True,3,0.39000540369723247,0.039543351245946524,0.011428571428571429,0.011428571428571429,0.011428571428571429,0.02395218149681363
DLG13,boundary,100,13,True,3,0.4674236700825994,0.02096676100420285,0.0,0.0,0.0,0.909986241247806
DLG13,low_job_connectivity,100,13,True,3,0.18754019660827687,0.018939912718253564,0.0,0.0,0.0,0.19574417066912114
DLG13,completeness,100,13,True,3,0.5626035685030524,0.05086915924780002,0.008888888888888889,0.008888888888888889,0.008888888888888889,0.028222784606537474
DLG13,rule_root,100,13,True,3,0.6355463755427513,0.034202887308769664,0.01,0.01,0.01,0.4859134937021859
DLG13,RandomForest,100,13,True,3,0.8211429667619342,0.3111184143668616,0.24514285714285713,0.24514285714285713,0.24514285714285713,0.06444390013698634
DLG13,RUSBoost,100,13,True,3,0.7470483619279726,0.08476294620412267,0.26355555555555554,0.26355555555555554,0.26355555555555554,0.09966856275460068
DLG13,LightGBM,100,13,True,3,0.7879512258216113,0.25678327281944313,0.10990476190476191,0.10990476190476191,0.10990476190476191,0.16251957498235584
DLG13,LineageDetector,100,13,True,3,0.769314790845877,0.22501049705096116,0.22799999999999998,0.22799999999999998,0.22799999999999998,0.04549089676120533
DLG14,degree_anomaly,9,1,False,3,0.0,0.07407407407407407,0.0,0.0,0.0,0.07173470344583725
DLG14,boundary,9,1,False,3,0.16666666666666666,0.07407407407407407,0.0,0.0,0.0,0.9629629629629629
DLG14,low_job_connectivity,9,1,False,3,0.0,0.07407407407407407,0.0,0.0,0.0,0.26440329218106995
DLG14,completeness,9,1,False,3,0.4215686274509804,0.07407407407407407,0.0,0.0,0.0,0.1234567901234568
DLG14,rule_root,9,1,False,3,0.24754901960784315,0.08465608465608465,0.0,0.0,0.0,0.8148148148148148
DLG14,RandomForest,9,1,False,3,0.4901960784313726,0.37777777777777777,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.11004232651710256
DLG14,RUSBoost,9,1,False,3,0.24754901960784315,0.08465608465608465,0.0,0.0,0.0,0.08161829323632391
